p1_category	p1	p2_category	p2	rg	se	z	p	q
Other biochemical	LDH	Hematological	Baso	0.2413	0.1108	2.1784	0.029373	0.220776714
Other biochemical	LDH	Hematological	Mono	0.075	0.0915	0.8196	0.41246	0.755872254
Other biochemical	LDH	Hematological	Lym	0.124	0.0938	1.3223	0.18607	0.553265087
Other biochemical	LDH	Hematological	RBC	-0.0238	0.0697	-0.3418	0.73252	0.907768456
Other biochemical	LDH	Hematological	Hb	-0.0089	0.0891	-0.0996	0.9207	0.977889003
Other biochemical	LDH	Hematological	Ht	-0.0011	0.0883	-0.0126	0.98997	0.995429715
Other biochemical	LDH	Hematological	MCV	0.0572	0.0549	1.0427	0.2971	0.672963468
Other biochemical	LDH	Hematological	MCH	0.0356	0.0555	0.6422	0.52072	0.817480689
Other biochemical	LDH	Hematological	MCHC	-0.0391	0.0773	-0.5066	0.61246	0.865412027
Other biochemical	LDH	Hematological	Plt	0.0964	0.0657	1.467	0.14237	0.485222733
Other biochemical	LDH	Blood pressure	SBP	0.0925	0.0635	1.4573	0.14502	0.487048302
Other biochemical	LDH	Blood pressure	DBP	0.0365	0.0713	0.512	0.60864	0.865187252
Other biochemical	LDH	Blood pressure	MAP	0.0667	0.0651	1.0232	0.30619	0.682038522
Other biochemical	LDH	Blood pressure	PP	0.1218	0.0748	1.628	0.10353	0.421841573
Other biochemical	LDH	Echocardiographic	IVS	-0.2268	0.1941	-1.1686	0.24255	0.625296774
Other biochemical	LDH	Echocardiographic	PW	-0.0363	0.1287	-0.282	0.77796	0.924019217
Other biochemical	LDH	Echocardiographic	LVDd	-0.0605	0.1114	-0.5435	0.5868	0.855831955
Other biochemical	LDH	Echocardiographic	LVDs	-0.1025	0.1093	-0.9377	0.34839	0.712278706
Other biochemical	LDH	Echocardiographic	LVM	-0.1282	0.1043	-1.2288	0.21914	0.597599053
Other biochemical	LDH	Echocardiographic	LVMI	-0.065	0.1243	-0.5229	0.60104	0.862465686
Other biochemical	LDH	Echocardiographic	RWT	0.0035	0.1488	0.0234	0.98136	0.995325945
Other biochemical	LDH	Echocardiographic	FS	0.1676	0.142	1.1801	0.23795	0.622226293
Other biochemical	LDH	Echocardiographic	EF	0.1755	0.1449	1.2113	0.22579	0.603507422
Other biochemical	LDH	Metabolic disease	T2D	-0.0174	0.0643	-0.2703	0.78691	0.927336611
Other biochemical	LDH	Cardiovascular disease	IS	-0.0123	0.0977	-0.1262	0.89955	0.9709586
Other biochemical	LDH	Cardiovascular disease	CeAn	0.0199	0.1025	0.1938	0.84635	0.953103508
Other biochemical	LDH	Cardiovascular disease	MI	-0.0518	0.0749	-0.6915	0.48923	0.796932063
Other biochemical	LDH	Cardiovascular disease	PAD	-0.067	0.1042	-0.6432	0.52012	0.817480689
Other biochemical	LDH	Cardiovascular disease	AF	-0.0499	0.0871	-0.5734	0.56634	0.841026712
Other biochemical	LDH	Allergic disease	Asthma	0.087	0.0973	0.8947	0.37097	0.729964418
Other biochemical	LDH	Allergic disease	AD	0.2372	0.1161	2.0425	0.041098	0.262544483
Other biochemical	LDH	Autoimmune disease	GD	-0.0677	0.1103	-0.6136	0.5395	0.826983268
Other biochemical	LDH	Autoimmune disease	RA	-0.0961	0.0925	-1.0388	0.2989	0.674635389
Other biochemical	LDH	Infectious disease	CHB	0.1362	0.2009	0.6778	0.49789	0.802361004
Other biochemical	LDH	Infectious disease	CHC	-0.2972	0.1492	-1.9924	0.046331	0.279779797
Other biochemical	LDH	Hematologic disease	Anemia	0.0471	0.1822	0.2586	0.79596	0.932111053
Other biochemical	LDH	Psychiatric disease	BD	0.0999	0.112	0.8921	0.37233	0.730055681
Other biochemical	LDH	Psychiatric disease	SCZ	0.0397	0.0985	0.4025	0.68735	0.896110465
Other biochemical	LDH	Musculoskeletal disease	AIS	-0.0182	0.0842	-0.2161	0.82892	0.943893783
Other biochemical	LDH	Musculoskeletal	Osteoporosis	-0.1151	0.2323	-0.4954	0.62032	0.866757962
Other biochemical	LDH	Tumor	LuCa	0.2206	0.2173	1.0152	0.30999	0.683513986
Other biochemical	LDH	Tumor	GaCa	-0.1021	0.1238	-0.825	0.40938	0.753852927
Other biochemical	LDH	Tumor	EsCa	-0.0035	0.1156	-0.0299	0.97616	0.994374831
Other biochemical	LDH	Tumor	CoCa	-0.0787	0.1291	-0.6097	0.54203	0.827843011
Other biochemical	LDH	Tumor	PrCa	-0.102	0.1064	-0.9589	0.33761	0.707579968
Other biochemical	LDH	Tumor	BrCa	0.1267	0.1136	1.1158	0.26449	0.648993121
Other biochemical	LDH	Tumor	EnCa	-0.2797	0.2076	-1.3472	0.17791	0.541753935
Other biochemical	LDH	Tumor	UF	-0.1066	0.1138	-0.9367	0.3489	0.712337107
Other biochemical	LDH	Other	Glaucoma	0.0473	0.1068	0.4426	0.65808	0.881635705
Other biochemical	LDH	Other	COPD	-0.0529	0.1486	-0.3559	0.72188	0.905230282
Other biochemical	LDH	Other	Epilepsy	0.1298	0.1922	0.6753	0.49949	0.803005057
Other biochemical	LDH	Other	Pollinosis	-0.0267	0.1423	-0.1877	0.85112	0.955113746
Other biochemical	LDH	Other	Urolithiasis	-0.1573	0.109	-1.4438	0.14881	0.490935097
Other biochemical	CRP	Hematological	WBC	0.3191	0.1121	2.8476	0.0044	0.058606803
Other biochemical	CRP	Hematological	Neutro	0.1624	0.1259	1.2893	0.1973	0.571162927
Other biochemical	CRP	Hematological	Eosino	0.1764	0.1531	1.152	0.2493	0.632291969
Other biochemical	CRP	Hematological	Baso	-0.0761	0.1589	-0.4788	0.6321	0.870246692
Other biochemical	CRP	Hematological	Mono	0.3139	0.1557	2.0154	0.0439	0.272876825
Other biochemical	CRP	Hematological	Lym	0.1339	0.1543	0.8678	0.3855	0.737522889
Other biochemical	CRP	Hematological	RBC	-0.0233	0.0969	-0.2406	0.8099	0.93811489
Other biochemical	CRP	Hematological	Hb	-0.2324	0.1309	-1.7763	0.0757	0.361073325
Other biochemical	CRP	Hematological	Ht	-0.1592	0.1209	-1.3165	0.188	0.555445913
Other biochemical	CRP	Hematological	MCV	-0.1716	0.0912	-1.8828	0.0597	0.318508447
Other biochemical	CRP	Hematological	MCH	-0.256	0.1041	-2.4598	0.0139	0.131797579
Other biochemical	CRP	Hematological	MCHC	-0.3633	0.1682	-2.1603	0.0308	0.226715789
Other biochemical	CRP	Hematological	Plt	0.1155	0.1071	1.0784	0.2809	0.662537219
Other biochemical	CRP	Blood pressure	SBP	0.2583	0.129	2.0031	0.0452	0.277000313
Other biochemical	CRP	Blood pressure	DBP	0.2077	0.1252	1.6595	0.097	0.407673134
Other biochemical	CRP	Blood pressure	MAP	0.2469	0.1243	1.9861	0.047	0.281856049
Other biochemical	CRP	Blood pressure	PP	0.2407	0.1441	1.6704	0.0948	0.40350515
Other biochemical	CRP	Echocardiographic	IVS	0.149	0.2771	0.5377	0.5908	0.858704196
Other biochemical	CRP	Echocardiographic	PW	0.3276	0.2398	1.3661	0.1719	0.530263402
Other biochemical	CRP	Echocardiographic	LVDd	0.0731	0.1844	0.3963	0.6919	0.89688196
Other biochemical	CRP	Echocardiographic	LVDs	0.0116	0.1723	0.0672	0.9464	0.986978003
Other biochemical	CRP	Echocardiographic	LVM	0.2222	0.1833	1.2121	0.2255	0.603507422
Other biochemical	CRP	Echocardiographic	LVMI	0.1485	0.1976	0.7516	0.4523	0.775484588
Other biochemical	CRP	Echocardiographic	RWT	0.127	0.2441	0.5201	0.603	0.862879225
Other biochemical	CRP	Echocardiographic	FS	0.1274	0.2335	0.5456	0.5853	0.853962295
Other biochemical	CRP	Echocardiographic	EF	0.0079	0.228	0.0344	0.9725	0.993040417
Other biochemical	CRP	Metabolic disease	T2D	0.2948	0.127	2.3217	0.0203	0.172933965
Other biochemical	CRP	Cardiovascular disease	IS	0.1612	0.1722	0.9361	0.3492	0.712337107
Other biochemical	CRP	Cardiovascular disease	CeAn	0.1647	0.1776	0.9277	0.3536	0.713837774
Other biochemical	CRP	Cardiovascular disease	MI	0.185	0.1257	1.472	0.141	0.483849625
Other biochemical	CRP	Cardiovascular disease	PAD	0.2385	0.1884	1.2659	0.2056	0.580482769
Other biochemical	CRP	Cardiovascular disease	AF	0.1841	0.167	1.1027	0.2702	0.653553552
Other biochemical	CRP	Allergic disease	Asthma	0.1875	0.172	1.0902	0.2756	0.660088532
Other biochemical	CRP	Allergic disease	AD	0.0662	0.2199	0.3011	0.7634	0.919983548
Other biochemical	CRP	Autoimmune disease	GD	0.0666	0.165	0.4037	0.6864	0.896110465
Other biochemical	CRP	Autoimmune disease	RA	0.0207	0.1483	0.1397	0.8889	0.966642265
Other biochemical	CRP	Infectious disease	CHB	0.0129	0.3076	0.0418	0.9667	0.992813323
Other biochemical	CRP	Infectious disease	CHC	0.1637	0.225	0.7278	0.4667	0.784713267
Other biochemical	CRP	Hematologic disease	Anemia	0.3999	0.42	0.952	0.3411	0.709865889
Other biochemical	CRP	Psychiatric disease	BD	0.1135	0.2157	0.5262	0.5988	0.861692511
Other biochemical	CRP	Psychiatric disease	SCZ	-0.0536	0.1616	-0.3317	0.7401	0.911045882
Other biochemical	CRP	Musculoskeletal disease	AIS	-0.0373	0.1374	-0.2711	0.7863	0.92717579
Other biochemical	CRP	Musculoskeletal	Osteoporosis	0.193	0.3811	0.5065	0.6125	0.865412027
Other biochemical	CRP	Tumor	LuCa	0.2248	0.3442	0.6533	0.5136	0.812360694
Other biochemical	CRP	Tumor	GaCa	0.0288	0.211	0.1365	0.8914	0.967763349
Other biochemical	CRP	Tumor	EsCa	0.3468	0.2321	1.4946	0.135	0.472862254
Other biochemical	CRP	Tumor	CoCa	0.0432	0.1983	0.2178	0.8276	0.943337853
Other biochemical	CRP	Tumor	PrCa	0.1656	0.1482	1.1176	0.2637	0.648821181
Other biochemical	CRP	Tumor	BrCa	-0.0297	0.2046	-0.1452	0.8845	0.964231895
Other biochemical	CRP	Tumor	EnCa	0.0687	0.3087	0.2226	0.8238	0.941862562
Other biochemical	CRP	Tumor	UF	-0.0779	0.2088	-0.373	0.7091	0.903018476
Other biochemical	CRP	Other	Glaucoma	0.2721	0.1842	1.4772	0.1396	0.481650749
Other biochemical	CRP	Other	COPD	0.0369	0.2101	0.1756	0.8606	0.957961796
Other biochemical	CRP	Other	Epilepsy	0.0543	0.3328	0.1631	0.8705	0.960626194
Other biochemical	CRP	Other	Pollinosis	-0.0799	0.2555	-0.3126	0.7546	0.91652614
Other biochemical	CRP	Other	Urolithiasis	0.3647	0.1916	1.9034	0.057	0.310016667
Hematological	WBC	Hematological	Neutro	0.9355	0.0193	48.4097	0	0
Hematological	WBC	Hematological	Eosino	0.3306	0.0627	5.2756	1.32E-07	6.64E-06
Hematological	WBC	Hematological	Baso	0.2949	0.0807	3.6531	0.00025913	0.006704089
Hematological	WBC	Hematological	Mono	0.6308	0.0539	11.7104	1.13E-31	1.58E-29
Hematological	WBC	Hematological	Lym	0.5851	0.0474	12.3572	4.46E-35	6.46E-33
Hematological	WBC	Hematological	RBC	0.1574	0.0529	2.9735	0.0029442	0.045213675
Hematological	WBC	Hematological	Hb	0.0939	0.053	1.7703	0.076681	0.363979147
Hematological	WBC	Hematological	Ht	0.1232	0.0548	2.2458	0.024714	0.19578421
Hematological	WBC	Hematological	MCV	-0.0955	0.0546	-1.7487	0.080344	0.373478629
Hematological	WBC	Hematological	MCH	-0.1134	0.0585	-1.9402	0.052361	0.299225784
Hematological	WBC	Hematological	MCHC	-0.1039	0.0637	-1.6328	0.10251	0.419466207
Hematological	WBC	Hematological	Plt	0.3085	0.0473	6.5283	6.65E-11	4.74E-09
Hematological	WBC	Blood pressure	SBP	0.1483	0.0635	2.3351	0.019538	0.168898031
Hematological	WBC	Blood pressure	DBP	0.0896	0.0626	1.431	0.15244	0.499543967
Hematological	WBC	Blood pressure	MAP	0.1165	0.0645	1.8072	0.070733	0.345374599
Hematological	WBC	Blood pressure	PP	0.1895	0.0617	3.0719	0.0021267	0.035288802
Hematological	WBC	Echocardiographic	IVS	0.0285	0.127	0.2243	0.82254	0.941832351
Hematological	WBC	Echocardiographic	PW	0.0373	0.1025	0.3637	0.71606	0.904253776
Hematological	WBC	Echocardiographic	LVDd	-0.1248	0.0805	-1.5502	0.12109	0.450079924
Hematological	WBC	Echocardiographic	LVDs	-0.0849	0.0765	-1.1107	0.26669	0.649792985
Hematological	WBC	Echocardiographic	LVM	-0.066	0.0798	-0.8269	0.40829	0.753673139
Hematological	WBC	Echocardiographic	LVMI	0.0288	0.0877	0.328	0.74292	0.911045882
Hematological	WBC	Echocardiographic	RWT	0.1296	0.103	1.2587	0.20813	0.582592348
Hematological	WBC	Echocardiographic	FS	0.0488	0.0992	0.4914	0.62314	0.866757962
Hematological	WBC	Echocardiographic	EF	0.042	0.0967	0.4346	0.66386	0.885749833
Hematological	WBC	Metabolic disease	T2D	0.1222	0.0493	2.4816	0.013081	0.125734314
Hematological	WBC	Cardiovascular disease	IS	-0.0037	0.0688	-0.0531	0.95762	0.98966028
Hematological	WBC	Cardiovascular disease	CeAn	0.0505	0.0756	0.6669	0.50481	0.805885022
Hematological	WBC	Cardiovascular disease	MI	0.0654	0.0597	1.0942	0.27388	0.657580674
Hematological	WBC	Cardiovascular disease	PAD	0.1704	0.0759	2.2448	0.02478	0.19578421
Hematological	WBC	Cardiovascular disease	AF	-0.1028	0.0642	-1.6011	0.10935	0.429934337
Hematological	WBC	Allergic disease	Asthma	0.0492	0.0689	0.7146	0.47487	0.790735888
Hematological	WBC	Allergic disease	AD	0.0764	0.0879	0.8695	0.38458	0.737522889
Hematological	WBC	Autoimmune disease	GD	0.1311	0.0664	1.9724	0.048567	0.287728248
Hematological	WBC	Autoimmune disease	RA	-0.0134	0.0574	-0.2344	0.81465	0.93811489
Hematological	WBC	Infectious disease	CHB	-0.3679	0.1839	-2.0004	0.045462	0.277304037
Hematological	WBC	Infectious disease	CHC	0.0044	0.0873	0.0509	0.95941	0.989739083
Hematological	WBC	Hematologic disease	Anemia	-0.0719	0.1449	-0.4962	0.61973	0.866757962
Hematological	WBC	Psychiatric disease	BD	0.0038	0.0765	0.0495	0.9605	0.989861747
Hematological	WBC	Psychiatric disease	SCZ	-0.0295	0.0607	-0.4858	0.62713	0.867355282
Hematological	WBC	Musculoskeletal disease	AIS	-0.0223	0.0542	-0.4116	0.6806	0.894035144
Hematological	WBC	Musculoskeletal	Osteoporosis	-0.1055	0.1494	-0.7062	0.48005	0.79319654
Hematological	WBC	Tumor	LuCa	0.0414	0.1219	0.3399	0.73395	0.908677901
Hematological	WBC	Tumor	GaCa	-0.0536	0.0856	-0.6256	0.53157	0.822777913
Hematological	WBC	Tumor	EsCa	0.0461	0.0829	0.5561	0.57816	0.848603658
Hematological	WBC	Tumor	CoCa	-0.1452	0.0916	-1.5857	0.1128	0.436326673
Hematological	WBC	Tumor	PrCa	-0.0685	0.0593	-1.1552	0.24802	0.631366
Hematological	WBC	Tumor	BrCa	-0.0875	0.0934	-0.9362	0.34915	0.712337107
Hematological	WBC	Tumor	EnCa	-0.158	0.134	-1.1792	0.23834	0.622226293
Hematological	WBC	Tumor	UF	-0.1096	0.0825	-1.3296	0.18364	0.549016037
Hematological	WBC	Other	Glaucoma	-0.1419	0.0746	-1.9033	0.056996	0.310016667
Hematological	WBC	Other	COPD	-0.0326	0.0942	-0.346	0.72935	0.907285451
Hematological	WBC	Other	Epilepsy	-0.0443	0.1236	-0.3583	0.72011	0.905230282
Hematological	WBC	Other	Pollinosis	-0.217	0.1038	-2.0914	0.036495	0.245718907
Hematological	WBC	Other	Urolithiasis	0.0206	0.0733	0.2806	0.77899	0.924401467
Hematological	Neutro	Hematological	Eosino	0.21277	0.0697	3.0513	0.0022788	0.03686358
Hematological	Neutro	Hematological	Baso	0.20158	0.0922	2.187	0.028743	0.218983634
Hematological	Neutro	Hematological	Mono	0.53869	0.0635	8.4864	2.13E-17	2.14E-15
Hematological	Neutro	Hematological	Lym	0.23419	0.0702	3.3369	0.0008473	0.017555697
Hematological	Neutro	Hematological	RBC	0.16286	0.0639	2.5498	0.010778	0.111070126
Hematological	Neutro	Hematological	Hb	0.096689	0.0545	1.7753	0.075843	0.361315314
Hematological	Neutro	Hematological	Ht	0.12055	0.0583	2.0687	0.038577	0.253044442
Hematological	Neutro	Hematological	MCV	-0.12453	0.0693	-1.7974	0.07228	0.351176774
Hematological	Neutro	Hematological	MCH	-0.13854	0.0776	-1.7848	0.07429	0.356956613
Hematological	Neutro	Hematological	MCHC	-0.080025	0.0838	-0.9555	0.33932	0.70840586
Hematological	Neutro	Hematological	Plt	0.33159	0.0577	5.7442	9.24E-09	5.14E-07
Hematological	Neutro	Blood pressure	SBP	0.14691	0.0827	1.7766	0.075639	0.361073325
Hematological	Neutro	Blood pressure	DBP	0.11924	0.0824	1.447	0.14791	0.488789502
Hematological	Neutro	Blood pressure	MAP	0.1328	0.0847	1.5681	0.11686	0.441295815
Hematological	Neutro	Blood pressure	PP	0.16838	0.0736	2.2891	0.022072	0.180299167
Hematological	Neutro	Echocardiographic	IVS	-0.11739	0.1469	-0.799	0.4243	0.766002083
Hematological	Neutro	Echocardiographic	PW	-0.03804	0.1149	-0.3309	0.7407	0.911045882
Hematological	Neutro	Echocardiographic	LVDd	-0.16681	0.0899	-1.8559	0.06347	0.327900422
Hematological	Neutro	Echocardiographic	LVDs	-0.10665	0.0838	-1.2735	0.20285	0.575822261
Hematological	Neutro	Echocardiographic	LVM	-0.15543	0.0937	-1.6585	0.097212	0.407673134
Hematological	Neutro	Echocardiographic	LVMI	-0.073483	0.1092	-0.6727	0.50114	0.804231856
Hematological	Neutro	Echocardiographic	RWT	0.099395	0.1141	0.8712	0.38362	0.736761118
Hematological	Neutro	Echocardiographic	FS	0.016077	0.1139	0.1411	0.88778	0.96621506
Hematological	Neutro	Echocardiographic	EF	0.040192	0.1098	0.366	0.71439	0.903018476
Hematological	Neutro	Metabolic disease	T2D	0.089319	0.0584	1.5302	0.12597	0.457181205
Hematological	Neutro	Cardiovascular disease	IS	-0.026587	0.0839	-0.317	0.75127	0.915077238
Hematological	Neutro	Cardiovascular disease	CeAn	0.090621	0.0767	1.1821	0.23715	0.621190234
Hematological	Neutro	Cardiovascular disease	MI	0.089007	0.0767	1.1601	0.246	0.629220118
Hematological	Neutro	Cardiovascular disease	PAD	0.12963	0.0797	1.6263	0.10388	0.421841573
Hematological	Neutro	Cardiovascular disease	AF	-0.1174	0.0774	-1.516	0.12953	0.462387858
Hematological	Neutro	Allergic disease	Asthma	0.031215	0.0791	0.3946	0.69314	0.898045224
Hematological	Neutro	Allergic disease	AD	0.1295	0.1002	1.293	0.196	0.569602635
Hematological	Neutro	Autoimmune disease	GD	0.12249	0.0845	1.4502	0.14699	0.488126255
Hematological	Neutro	Autoimmune disease	RA	0.020579	0.07	0.294	0.76872	0.921380055
Hematological	Neutro	Infectious disease	CHB	-0.13342	0.1682	-0.7931	0.42773	0.766586124
Hematological	Neutro	Infectious disease	CHC	0.011229	0.1044	0.1076	0.91434	0.97646907
Hematological	Neutro	Hematologic disease	Anemia	0.10585	0.1588	0.6666	0.50504	0.805923651
Hematological	Neutro	Psychiatric disease	BD	0.055352	0.0906	0.6107	0.54141	0.827679157
Hematological	Neutro	Psychiatric disease	SCZ	0.010313	0.0697	0.1479	0.88243	0.963635215
Hematological	Neutro	Musculoskeletal disease	AIS	-0.017488	0.0601	-0.2912	0.77089	0.921621879
Hematological	Neutro	Musculoskeletal	Osteoporosis	-0.04574	0.1719	-0.2661	0.79015	0.929652989
Hematological	Neutro	Tumor	LuCa	0.06393	0.1602	0.3991	0.68979	0.896831607
Hematological	Neutro	Tumor	GaCa	1.23E-05	0.1142	1.00E-04	0.99991	0.99991
Hematological	Neutro	Tumor	EsCa	0.11467	0.1091	1.0512	0.29314	0.6696042
Hematological	Neutro	Tumor	CoCa	-0.080699	0.1058	-0.7631	0.44543	0.7707927
Hematological	Neutro	Tumor	PrCa	0.076905	0.0709	1.0846	0.27811	0.660088532
Hematological	Neutro	Tumor	BrCa	-0.027821	0.11	-0.2529	0.80036	0.935211682
Hematological	Neutro	Tumor	EnCa	-0.057674	0.1407	-0.4098	0.68194	0.894332565
Hematological	Neutro	Tumor	UF	-0.034206	0.0997	-0.3431	0.73149	0.907659133
Hematological	Neutro	Other	Glaucoma	-0.094776	0.0867	-1.0931	0.27436	0.658118212
Hematological	Neutro	Other	COPD	0.037794	0.1179	0.3207	0.74846	0.913717057
Hematological	Neutro	Other	Epilepsy	0.10198	0.1608	0.634	0.52606	0.820083981
Hematological	Neutro	Other	Pollinosis	-0.17985	0.1154	-1.5578	0.11927	0.446948632
Hematological	Neutro	Other	Urolithiasis	0.014013	0.0824	0.1701	0.86495	0.959381315
Hematological	Eosino	Hematological	Baso	0.3626	0.1189	3.0501	0.0022875	0.03686358
Hematological	Eosino	Hematological	Mono	0.3036	0.0958	3.1705	0.0015215	0.027457115
Hematological	Eosino	Hematological	Lym	0.097	0.0847	1.1445	0.25242	0.635877814
Hematological	Eosino	Hematological	RBC	0.1567	0.0746	2.1021	0.035548	0.243793289
Hematological	Eosino	Hematological	Hb	0.0375	0.0801	0.4686	0.63933	0.873557669
Hematological	Eosino	Hematological	Ht	0.0652	0.0776	0.8398	0.401	0.747413613
Hematological	Eosino	Hematological	MCV	-0.1436	0.0616	-2.3299	0.019811	0.170131307
Hematological	Eosino	Hematological	MCH	-0.1672	0.0642	-2.6057	0.0091685	0.101710612
Hematological	Eosino	Hematological	MCHC	-0.1186	0.0778	-1.524	0.1275	0.459328427
Hematological	Eosino	Hematological	Plt	0.0707	0.0727	0.9719	0.33108	0.704326953
Hematological	Eosino	Blood pressure	SBP	-0.0536	0.0571	-0.9378	0.34836	0.712278706
Hematological	Eosino	Blood pressure	DBP	-0.0791	0.0637	-1.2414	0.21444	0.58971
Hematological	Eosino	Blood pressure	MAP	-0.0767	0.059	-1.299	0.19393	0.566316092
Hematological	Eosino	Blood pressure	PP	-0.0075	0.068	-0.1102	0.91224	0.975610126
Hematological	Eosino	Echocardiographic	IVS	0.0076	0.1437	0.0527	0.95793	0.98966028
Hematological	Eosino	Echocardiographic	PW	0.1039	0.1078	0.9635	0.33529	0.706712663
Hematological	Eosino	Echocardiographic	LVDd	0.1073	0.0917	1.1704	0.24185	0.624725989
Hematological	Eosino	Echocardiographic	LVDs	0.0477	0.0952	0.5006	0.61668	0.866478207
Hematological	Eosino	Echocardiographic	LVM	0.0835	0.0946	0.8826	0.37747	0.732493816
Hematological	Eosino	Echocardiographic	LVMI	0.1874	0.1102	1.7009	0.08896	0.393945175
Hematological	Eosino	Echocardiographic	RWT	0.0098	0.1067	0.0916	0.92701	0.980067808
Hematological	Eosino	Echocardiographic	FS	0.0329	0.1386	0.2374	0.81237	0.93811489
Hematological	Eosino	Echocardiographic	EF	-0.1522	0.1275	-1.1938	0.23256	0.611211383
Hematological	Eosino	Metabolic disease	T2D	-0.034	0.0565	-0.6017	0.54739	0.832134798
Hematological	Eosino	Cardiovascular disease	IS	0.0599	0.0824	0.7268	0.46735	0.784738966
Hematological	Eosino	Cardiovascular disease	CeAn	-0.0579	0.0989	-0.5855	0.55824	0.836306167
Hematological	Eosino	Cardiovascular disease	MI	-0.0042	0.0628	-0.0664	0.94702	0.987073369
Hematological	Eosino	Cardiovascular disease	PAD	0.0922	0.0998	0.9237	0.35563	0.715278418
Hematological	Eosino	Cardiovascular disease	AF	0.0317	0.0827	0.3834	0.7014	0.901438267
Hematological	Eosino	Allergic disease	Asthma	0.348	0.0978	3.5566	0.00037568	0.009137658
Hematological	Eosino	Allergic disease	AD	0.2473	0.1328	1.8621	0.062587	0.324194037
Hematological	Eosino	Autoimmune disease	GD	0.0591	0.0849	0.6959	0.4865	0.795463048
Hematological	Eosino	Autoimmune disease	RA	0.0576	0.0842	0.6835	0.4943	0.79953014
Hematological	Eosino	Infectious disease	CHB	-0.1698	0.2015	-0.8427	0.3994	0.745551177
Hematological	Eosino	Infectious disease	CHC	-0.0846	0.1297	-0.6527	0.51397	0.812360694
Hematological	Eosino	Hematologic disease	Anemia	-0.096	0.1967	-0.4882	0.62544	0.866757962
Hematological	Eosino	Psychiatric disease	BD	-0.0481	0.0947	-0.5075	0.61178	0.865412027
Hematological	Eosino	Psychiatric disease	SCZ	0.0025	0.0808	0.0305	0.97566	0.994374831
Hematological	Eosino	Musculoskeletal disease	AIS	-0.0298	0.0742	-0.4011	0.68833	0.896110465
Hematological	Eosino	Musculoskeletal	Osteoporosis	-0.0347	0.2059	-0.1684	0.86627	0.959381315
Hematological	Eosino	Tumor	LuCa	-0.1869	0.2019	-0.926	0.35446	0.714760742
Hematological	Eosino	Tumor	GaCa	-0.2366	0.1302	-1.8181	0.069055	0.341230265
Hematological	Eosino	Tumor	EsCa	0.0037	0.104	0.0355	0.97169	0.993040417
Hematological	Eosino	Tumor	CoCa	-0.3073	0.1108	-2.7728	0.005558	0.069760026
Hematological	Eosino	Tumor	PrCa	0.0042	0.1001	0.0419	0.96657	0.992813323
Hematological	Eosino	Tumor	BrCa	-0.0629	0.1081	-0.5819	0.56061	0.837024488
Hematological	Eosino	Tumor	EnCa	-0.2888	0.213	-1.3555	0.17525	0.536155469
Hematological	Eosino	Tumor	UF	-0.008	0.1145	-0.07	0.94419	0.985312763
Hematological	Eosino	Other	Glaucoma	0.0793	0.1067	0.7439	0.45694	0.777990017
Hematological	Eosino	Other	COPD	0.0404	0.1182	0.3413	0.73289	0.907939652
Hematological	Eosino	Other	Epilepsy	0.1168	0.1789	0.6527	0.51394	0.812360694
Hematological	Eosino	Other	Pollinosis	0.014	0.129	0.1085	0.91363	0.976200568
Hematological	Eosino	Other	Urolithiasis	-0.1043	0.1019	-1.0229	0.30636	0.682038522
Hematological	Baso	Hematological	Mono	0.2522	0.0995	2.5354	0.0112	0.114071254
Hematological	Baso	Hematological	Lym	0.1915	0.0897	2.1338	0.0329	0.232977215
Hematological	Baso	Hematological	RBC	0.0803	0.0637	1.2601	0.2076	0.582592348
Hematological	Baso	Hematological	Hb	0.039	0.0769	0.5076	0.6117	0.865412027
Hematological	Baso	Hematological	Ht	0.0401	0.0734	0.5467	0.5846	0.853434037
Hematological	Baso	Hematological	MCV	-0.0611	0.0619	-0.986	0.3241	0.6977326
Hematological	Baso	Hematological	MCH	-0.0465	0.0647	-0.718	0.4727	0.789042285
Hematological	Baso	Hematological	MCHC	-0.0116	0.0817	-0.1417	0.8874	0.96621506
Hematological	Baso	Hematological	Plt	0.1683	0.0682	2.4664	0.0136	0.129580535
Hematological	Baso	Blood pressure	SBP	-0.0194	0.0635	-0.3049	0.7604	0.918738051
Hematological	Baso	Blood pressure	DBP	-0.0011	0.0699	-0.0164	0.9869	0.995429715
Hematological	Baso	Blood pressure	MAP	-0.0142	0.065	-0.2177	0.8276	0.943337853
Hematological	Baso	Blood pressure	PP	-0.0328	0.0738	-0.4447	0.6565	0.881635705
Hematological	Baso	Echocardiographic	IVS	-0.0834	0.1608	-0.5189	0.6038	0.863019016
Hematological	Baso	Echocardiographic	PW	-0.138	0.1251	-1.1032	0.2699	0.653553552
Hematological	Baso	Echocardiographic	LVDd	0.0411	0.112	0.3667	0.7138	0.903018476
Hematological	Baso	Echocardiographic	LVDs	0.07	0.1085	0.6451	0.5189	0.816397107
Hematological	Baso	Echocardiographic	LVM	-0.0431	0.1083	-0.3978	0.6908	0.89688196
Hematological	Baso	Echocardiographic	LVMI	0.0102	0.1232	0.0831	0.9338	0.981153958
Hematological	Baso	Echocardiographic	RWT	-0.1697	0.129	-1.3156	0.1883	0.555676564
Hematological	Baso	Echocardiographic	FS	-0.0809	0.1389	-0.5826	0.5602	0.837024488
